Recommended taxon name,Recommended taxon version,Reporting category,Designation,Designation abbreviation
Verrucula maritimaria,NHMSYS0020536333,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Verrucula maritimaria,NHMSYS0020536333,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Verruculopsis flavescentaria,NHMSYS0020536335,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Verruculopsis flavescentaria,NHMSYS0020536335,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Vestergrenopsis elaeina,NBNSYS0000039820,Red listing based on 2001 IUCN guidelines,Vulnerable,RedList_GB_post2001-VU
Vestergrenopsis elaeina,NBNSYS0000039820,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Vestergrenopsis elaeina,NBNSYS0000039820,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Vezdaea acicularis,NBNSYS0000039821,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vezdaea acicularis,NBNSYS0000039821,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Vezdaea aestivalis,NHMSYS0000364522,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vezdaea cobria,NHMSYS0001501747,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vezdaea cobria,NHMSYS0001501747,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Vezdaea leprosa,NHMSYS0001501748,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vezdaea retigera,NHMSYS0001501749,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Vezdaea retigera,NHMSYS0001501749,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vezdaea rheocarpa,NHMSYS0001501750,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vezdaea rheocarpa,NHMSYS0001501750,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Vezdaea stipitata,NHMSYS0001501751,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Vezdaea stipitata,NHMSYS0001501751,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Vezdaea stipitata,NHMSYS0001501751,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Violella fucata,NHMSYS0020991031,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vouauxiella lichenicola,BMSSYS0000019698,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vouauxiella verrucosa,BMSSYS0000019700,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Vouauxiella verrucosa,BMSSYS0000019700,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Vouauxiomyces ramalinae,NHMSYS0001501826,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Vouauxiomyces ramalinae,NHMSYS0001501826,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vouauxiomyces santessonii,NHMSYS0001501827,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vouauxiomyces santessonii,NHMSYS0001501827,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Vouauxiomyces truncatus,NHMSYS0020991032,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Vouauxiomyces truncatus,NHMSYS0020991032,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Vulpicida juniperinus,NHMSYS0000364537,Red listing based on 2001 IUCN guidelines,Extinct,RedList_GB_post2001-EX
Vulpicida pinastri,NHMSYS0020991033,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Vulpicida pinastri,NHMSYS0020991033,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Vulpicida pinastri,NHMSYS0020991033,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Vulpicida pinastri,NHMSYS0020991033,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Wadeana dendrographa,NBNSYS0000019154,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Wadeana dendrographa,NBNSYS0000019154,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Wadeana dendrographa,NBNSYS0000019154,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Wadeana dendrographa,NBNSYS0000019154,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Wadeana dendrographa,NBNSYS0000019154,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Wadeana dendrographa,NBNSYS0000019154,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Wadeana minuta,NBNSYS0000019155,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Wadeana minuta,NBNSYS0000019155,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Wadeana minuta,NBNSYS0000019155,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Wadeana minuta,NBNSYS0000019155,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Wadeana minuta,NBNSYS0000019155,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Weddellomyces epicallopisma,BMSSYS0000019727,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Weddellomyces epicallopisma,BMSSYS0000019727,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Weddellomyces macrosporus,BMSSYS0000019728,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Weddellomyces macrosporus,BMSSYS0000019728,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Wentiomyces lichenicola subsp. bouteillei,NHMSYS0001501851,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Wentiomyces lichenicola subsp. bouteillei,NHMSYS0001501851,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Xanthoparmelia conspersa,NHMSYS0001501914,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoparmelia delisei,NHMSYS0020536347,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoparmelia delisei,NHMSYS0020536347,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Xanthoparmelia loxodes,NHMSYS0020536348,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoparmelia luteonotata,NHMSYS0020536349,Red listing based on 2001 IUCN guidelines,Data Deficient,RedList_GB_post2001-DD
Xanthoparmelia luteonotata,NHMSYS0020536349,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xanthoparmelia mougeotii,NHMSYS0001501915,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoparmelia perrugata,NHMSYS0020327895,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoparmelia perrugata,NHMSYS0020327895,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Xanthoparmelia protomatrae,BMSSYS0000019750,Red listing based on 2001 IUCN guidelines,Data Deficient,RedList_GB_post2001-DD
Xanthoparmelia protomatrae,BMSSYS0000019750,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xanthoparmelia pulla,NHMSYS0020536350,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoparmelia tinctina,NHMSYS0001501916,Red listing based on 2001 IUCN guidelines,Vulnerable,RedList_GB_post2001-VU
Xanthoparmelia tinctina,NHMSYS0001501916,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xanthoparmelia verruculifera,NHMSYS0020536351,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria aureola,NHMSYS0020000128,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria calcicola,NBNSYS0000020580,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria candelaria s. str.,NHMSYS0020105998,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria elegans,NHMSYS0001501921,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria fulva,NHMSYS0001501923,Red listing based on 2001 IUCN guidelines,Data Deficient,RedList_GB_post2001-DD
Xanthoria fulva,NHMSYS0001501923,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xanthoria parietina,NHMSYS0001501925,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria polycarpa,NHMSYS0000364560,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria ucrainica,BMSSYS0000019757,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoria ucrainica,BMSSYS0000019757,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Xanthoria ulophyllodes,NBNSYS0000020583,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Xanthoria ulophyllodes,NBNSYS0000020583,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xanthoriicola physciae,BMSSYS0000019759,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xenonectriella lutescens,NHMSYS0020991043,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Xenonectriella lutescens,NHMSYS0020991043,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xenonectriella streimannii,NHMSYS0001501942,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xenonectriella streimannii,NHMSYS0001501942,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Xerotrema megalospora,NBNSYS0000019306,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Xerotrema megalospora,NBNSYS0000019306,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xerotrema megalospora,NBNSYS0000019306,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xerotrema quercicola,NHMSYS0020536359,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Xerotrema quercicola,NHMSYS0020536359,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Xylographa parallela,NHMSYS0000364569,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xylographa trunciseda,NBNSYS0000019158,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xylographa trunciseda,NBNSYS0000019158,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Xylographa vitiligo,NHMSYS0001502029,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xylopsora caradocensis,BMSSYS0000052659,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xylopsora friesii,BMSSYS0000052660,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Xylopsora friesii,BMSSYS0000052660,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Zwackhiomyces berengerianus,BMSSYS0000019889,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Zwackhiomyces berengerianus,BMSSYS0000019889,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces coepulonus,NHMSYS0001502128,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces coepulonus,NHMSYS0001502128,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Zwackhiomyces dispersus,NHMSYS0001502129,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Zwackhiomyces dispersus,NHMSYS0001502129,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces immersae,BMSSYS0000019890,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces immersae,BMSSYS0000019890,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Zwackhiomyces lacustris,NHMSYS0001502130,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Zwackhiomyces lacustris,NHMSYS0001502130,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces lecanorae,NHMSYS0001502131,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces lecanorae,NHMSYS0001502131,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Zwackhiomyces physciicola,NHMSYS0020991051,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Zwackhiomyces physciicola,NHMSYS0020991051,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces sphinctrinoides,NBNSYS0000016031,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Zwackhiomyces sphinctrinoides,NBNSYS0000016031,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Acrobolbus wilsonii,NHMSYS0000309290,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Acrobolbus wilsonii,NHMSYS0000309290,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Adelanthus lindenbergianus,NBNSYS0100000734,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Adelanthus lindenbergianus,NBNSYS0100000734,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Adelanthus lindenbergianus,NBNSYS0100000734,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Adelanthus lindenbergianus,NBNSYS0100000734,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Anastrophyllum alpinum,NHMSYS0001596574,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Anastrophyllum alpinum,NHMSYS0001596574,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Anastrophyllum joergensenii,NBNSYS0000035869,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Anastrophyllum joergensenii,NBNSYS0000035869,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Anastrophyllum joergensenii,NBNSYS0000035869,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Anastrophyllum saxicola,NHMSYS0000309330,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Anastrophyllum saxicola,NHMSYS0000309330,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Athalamia hyalina,NHMSYS0000309383,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Athalamia hyalina,NHMSYS0000309383,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Barbilophozia kunzeana,NHMSYS0000309400,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Barbilophozia kunzeana,NHMSYS0000309400,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Barbilophozia kunzeana,NHMSYS0000309400,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Barbilophozia quadriloba,NBNSYS0000039934,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Barbilophozia quadriloba,NBNSYS0000039934,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Calypogeia integristipula,NBNSYS0000035784,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Cephalozia ambigua,NHMSYS0000309585,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Cephalozia ambigua,NHMSYS0000309585,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Cephalozia pleniceps,NHMSYS0000309596,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Cephaloziella baumgartneri,NBNSYS0000035817,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Cephaloziella baumgartneri,NBNSYS0000035817,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Cephaloziella baumgartneri,NBNSYS0000035817,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Cephaloziella calyculata,NHMSYS0000309599,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Cephaloziella calyculata,NHMSYS0000309599,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Cephaloziella calyculata,NHMSYS0000309599,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Cephaloziella calyculata,NHMSYS0000309599,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Cephaloziella dentata,NHMSYS0000309600,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Cephaloziella dentata,NHMSYS0000309600,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Cephaloziella dentata,NHMSYS0000309600,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Cephaloziella elachista,NHMSYS0000309601,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Cephaloziella elachista,NHMSYS0000309601,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Cephaloziella integerrima,NBNSYS0000035824,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Cephaloziella integerrima,NBNSYS0000035824,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Cephaloziella integerrima,NBNSYS0000035824,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Cephaloziella massalongi,NHMSYS0000309602,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Cephaloziella massalongi,NHMSYS0000309602,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Cephaloziella nicholsonii,NHMSYS0000309603,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Cephaloziella nicholsonii,NHMSYS0000309603,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Cephaloziella nicholsonii,NHMSYS0000309603,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Cephaloziella rubella,NBNSYS0000035815,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Cephaloziella stellulifera,NHMSYS0000309606,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Cephaloziella turneri,NHMSYS0000309608,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Cladopodiella francisci,NHMSYS0000309635,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Dumortiera hirsuta,NBNSYS0000036045,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Dumortiera hirsuta,NBNSYS0000036045,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Dumortiera hirsuta,NBNSYS0000036045,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Dumortiera hirsuta,NBNSYS0000036045,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Dumortiera hirsuta,NBNSYS0000036045,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Fossombronia angulosa,NBNSYS0000036010,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Fossombronia fimbriata,NBNSYS0000036019,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Fossombronia fimbriata,NBNSYS0000036019,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Fossombronia foveolata,NBNSYS0000036009,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Fossombronia foveolata,NBNSYS0000036009,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Fossombronia foveolata,NBNSYS0000036009,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Fossombronia foveolata,NBNSYS0000036009,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Fossombronia mittenii,NHMSYS0021194650,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Geocalyx graveolens,NBNSYS0000035956,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Geocalyx graveolens,NBNSYS0000035956,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Geocalyx graveolens,NBNSYS0000035956,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Geocalyx graveolens,NBNSYS0000035956,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Gongylanthus ericetorum,NBNSYS0000035969,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Gymnocolea acutiloba,NHMSYS0000309992,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Gymnocolea acutiloba,NHMSYS0000309992,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Gymnomitrion apiculatum,NHMSYS0000309997,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Gymnomitrion apiculatum,NHMSYS0000309997,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Gymnomitrion apiculatum,NHMSYS0000309997,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Gymnomitrion concinnatum,NHMSYS0000309998,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Gymnomitrion corallioides,NBNSYS0000035915,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Gymnomitrion corallioides,NBNSYS0000035915,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Herbertus borealis,NBNSYS0000035766,Global Red list status,Lower risk - least concern,RedList_Global_post94-LC
Herbertus borealis,NBNSYS0000035766,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Herbertus borealis,NBNSYS0000035766,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Herbertus borealis,NBNSYS0000035766,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Jamesoniella undulifolia,NHMSYS0000310108,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Jamesoniella undulifolia,NHMSYS0000310108,Global Red list status,Vulnerable,RedList_Global_post94-VU
Jamesoniella undulifolia,NHMSYS0000310108,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Jamesoniella undulifolia,NHMSYS0000310108,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Jamesoniella undulifolia,NHMSYS0000310108,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Jamesoniella undulifolia,NHMSYS0000310108,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Jungermannia polaris,NBNSYS0000035882,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Jungermannia polaris,NBNSYS0000035882,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Leiocolea fitzgeraldiae,NHMSYS0000310132,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Leiocolea gillmanii,NHMSYS0000310133,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Leiocolea heterocolpos,NHMSYS0000310134,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Leiocolea rutheana,NHMSYS0000310136,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Leiocolea rutheana,NHMSYS0000310136,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Leiocolea rutheana,NHMSYS0000310136,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Leiocolea rutheana,NHMSYS0000310136,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Leiocolea rutheana var. rutheana,NHMSYS0000310137,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Lejeunea mandonii,NHMSYS0000310143,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Lejeunea mandonii,NHMSYS0000310143,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Lejeunea mandonii,NHMSYS0000310143,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Lejeunea mandonii,NHMSYS0000310143,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Lophocolea brookwoodiana,NHMSYS0020636832,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Lophozia capitata,NBNSYS0000035849,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Lophozia capitata,NBNSYS0000035849,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Lophozia herzogiana,NHMSYS0000309919,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Lophozia longiflora,NBNSYS0000035843,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Lophozia longiflora,NBNSYS0000035843,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Lophozia wenzelii,NBNSYS0000035844,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
